最优灵敏度,适配评分,适配等级,环境适配,趋势捕获率%,效率分,回撤控分,资金分,胜率分,波动分,基金代码,基金名称,所属板块,回测区间,交易天数,策略收益%,年化收益%,买入持有%,买持年化%,超额收益%,最大回撤%,买持最大回撤%,回撤起始,回撤结束,回撤持续天数,夏普比率,卡尔马比率,日均波动%,最大单日涨%,最大单日跌%,均值回归率%,买入次数,卖出次数,胜率%,月度胜率%,平均盈利,平均亏损,盈亏比,中位盈亏,P10盈亏,P90盈亏,最大单笔盈利,最大单笔亏损,最大连续亏损次数,最大连续盈利次数,平均仓位%,持仓天数占比%,空仓天数占比%,平均持仓天数,中位持仓天数,最长持仓天数,已实现盈亏,剩余现金,持仓市值,期末总值,牛市半年数,牛市策略收益%,牛市买持收益%,熊市半年数,熊市策略收益%,熊市买持收益%,震荡半年数,震荡策略收益%,震荡买持收益%,牛市天数,震荡天数,熊市天数,信号:低位建仓,信号:冷却期后加仓,信号:冷却期后建仓,信号:分批止盈,信号:反弹建仓,信号:大跌抄底,信号:常规止损(L2),信号:延迟回补(分批止盈),信号:延迟回补(强势止盈),信号:延迟回补(慢涨止盈),信号:延迟回补(扭亏分批止盈),信号:延迟回补(扭亏强势止盈),信号:延迟回补(扭亏慢涨止盈),信号:延迟回补(扭亏止盈卖出),信号:延迟回补(止盈卖出),信号:强势止盈,信号:慢涨止盈,信号:扭亏分批止盈,信号:扭亏强势止盈,信号:扭亏慢涨止盈,信号:扭亏止盈卖出,信号:极端止损(L3),信号:止盈卖出,信号:温和回调建仓,信号:灾难保底减仓,信号:灾难保护,信号:灾难保护(暴跌),信号:短期深亏安全网,信号:补仓(第1次),信号:补仓(第2次),信号:补仓(第3次),信号:趋势确认减仓,信号:趋势转弱,信号:跌势放缓建仓,信号:连跌低吸,分批止盈:次数,分批止盈:胜率%,分批止盈:总盈亏,分批止盈:平均盈亏,常规止损(L2):次数,常规止损(L2):胜率%,常规止损(L2):总盈亏,常规止损(L2):平均盈亏,强势止盈:次数,强势止盈:胜率%,强势止盈:总盈亏,强势止盈:平均盈亏,慢涨止盈:次数,慢涨止盈:胜率%,慢涨止盈:总盈亏,慢涨止盈:平均盈亏,扭亏分批止盈:次数,扭亏分批止盈:胜率%,扭亏分批止盈:总盈亏,扭亏分批止盈:平均盈亏,扭亏强势止盈:次数,扭亏强势止盈:胜率%,扭亏强势止盈:总盈亏,扭亏强势止盈:平均盈亏,扭亏慢涨止盈:次数,扭亏慢涨止盈:胜率%,扭亏慢涨止盈:总盈亏,扭亏慢涨止盈:平均盈亏,扭亏止盈卖出:次数,扭亏止盈卖出:胜率%,扭亏止盈卖出:总盈亏,扭亏止盈卖出:平均盈亏,极端止损(L3):次数,极端止损(L3):胜率%,极端止损(L3):总盈亏,极端止损(L3):平均盈亏,止盈卖出:次数,止盈卖出:胜率%,止盈卖出:总盈亏,止盈卖出:平均盈亏,灾难保底减仓:次数,灾难保底减仓:胜率%,灾难保底减仓:总盈亏,灾难保底减仓:平均盈亏,灾难保护:次数,灾难保护:胜率%,灾难保护:总盈亏,灾难保护:平均盈亏,灾难保护(暴跌):次数,灾难保护(暴跌):胜率%,灾难保护(暴跌):总盈亏,灾难保护(暴跌):平均盈亏,短期深亏安全网:次数,短期深亏安全网:胜率%,短期深亏安全网:总盈亏,短期深亏安全网:平均盈亏,趋势确认减仓:次数,趋势确认减仓:胜率%,趋势确认减仓:总盈亏,趋势确认减仓:平均盈亏,趋势转弱:次数,趋势转弱:胜率%,趋势转弱:总盈亏,趋势转弱:平均盈亏
1.25,54.35,,,43.75,12.2,22.75,4.7,7.2,7.5,---,【电网设备】平均,电网设备,,,31.0,4.65,109.18,12.85,-78.19,11.49,42.09,,,667.5,0.8,0.41,0.82,7.52,-9.79,48.0,28.5,187.5,66.0,48.0,30.86,-20.12,1.53,0.12,-15.06,33.0,753.47,-156.13,35.5,29.5,23.4,96.9,3.1,28.45,8.0,147.0,2701.78,,,13099.53,3.5,26.46,115.45,1.5,-3.47,-27.15,8.0,5.38,4.46,0.5,12.0,3.0,25.0,0.0,0.0,41.0,1.5,0.0,1.0,0.0,1.0,0.0,2.5,1.5,1.5,16.5,18.5,9.0,4.0,25.5,12.5,29.5,1.5,0.0,0.0,0.0,1.0,2.5,1.5,0.0,0.0,3.5,0.0,0.0,25.0,98.0,603.34,24.13,41.0,0.0,-555.84,-13.56,1.5,100.0,5.0,3.33,16.5,97.0,175.74,10.65,18.5,83.8,23.11,1.25,9.0,94.4,1143.45,127.05,4.0,100.0,2.42,0.6,25.5,82.4,1049.74,41.17,12.5,0.0,-595.34,-47.63,29.5,94.9,811.1,27.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-16.34,-16.34,0.0,0.0,0.0,0.0,3.5,100.0,55.4,15.83
1.2,76.8,A-极佳,震荡优,29.1,30,25,7.3,9.5,5,016582,嘉实上海金ETF发起联接C,黄金,2023-04-20 ~ 2026-05-08,738,31.38,9.77,107.95,28.4,-76.57,4.33,23.91,2024-10-30,2025-05-15,207,1.64,2.26,0.697,7.36,-12.25,45.2,11,44,90.9,63.2,78.44,-0.02,3922.0,7.43,0.01,275.02,563.05,-0.02,1,17,36.3,97.4,2.6,83.1,105,231,3137.6,13136.88,0.72,13137.6,4,24.44,69.72,0,0,0,3,3.9,9.78,0,735,3,0,2,1,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,8,0,9,0,22,1,0,0,0,0,2,0,0,1,1,0,1,3,33.3,41.77,13.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,100.0,1116.92,139.62,0,0,0,0,9,100.0,1086.95,120.77,0,0,0,0,22,95.5,891.93,40.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-0.02,-0.02,1,100.0,0.05,0.05
0.8,66.0,B-良好,震荡优,29.1,23.8,22.5,6.7,8.0,5,009505,富国上海金ETF联接C,黄金,2020-09-07 ~ 2026-05-08,1373,35.59,5.75,122.33,15.79,-86.74,7.25,24.17,2020-09-15,2022-07-21,747,0.98,0.79,0.632,7.77,-12.47,47.5,22,160,66.9,53.6,41.62,-26.22,1.59,0.09,-15.86,78.64,1150.92,-114.92,17,27,33.7,98.6,1.4,28.5,4,132,3562.49,13519.32,40.06,13559.38,4,17.15,73.2,0,0,0,8,14.69,14.48,0,1370,3,0,7,4,12,0,0,24,1,0,1,0,1,0,0,1,1,4,19,6,6,34,6,41,1,0,2,2,0,3,1,1,0,3,1,0,12,75.0,202.44,16.87,24,0.0,-530.97,-22.12,1,100.0,79.53,79.53,4,100.0,366.04,91.51,19,63.2,8.06,0.42,6,100.0,1444.36,240.73,6,100.0,68.71,11.45,34,79.4,323.03,9.5,6,0.0,-307.58,-51.26,41,95.1,1946.46,47.47,0,0,0,0,2,0.0,-17.42,-8.71,2,0.0,-35.35,-17.68,0,0,0,0,0,0,0,0,3,100.0,15.18,5.06
1.1,74.7,A-极佳,震荡优,27.3,30,25,6.0,8.7,5,008987,广发上海金ETF联接C,黄金,2020-09-25 ~ 2026-05-08,1359,35.44,5.79,130.01,16.7,-94.57,4.52,24.21,2020-10-12,2021-12-15,507,1.34,1.28,0.635,8.4,-13.23,46.9,21,149,64.4,58.0,40.27,-10.36,3.89,0.04,-3.72,59.27,646.87,-80.77,20,23,30.1,99.2,0.8,40.8,22,127,3544.7,13535.25,8.78,13544.03,4,23.71,74.2,0,0,0,8,7.74,16.95,0,1356,3,0,7,2,5,1,0,25,0,0,1,0,1,1,2,2,1,3,26,9,13,36,3,24,1,0,2,1,0,2,1,0,0,1,0,0,5,0.0,0.0,0.0,25,0.0,-231.52,-9.26,1,100.0,118.44,118.44,3,100.0,150.83,50.28,26,53.8,47.89,1.84,9,100.0,1367.32,151.92,13,92.3,9.49,0.73,36,91.7,781.54,21.71,3,0.0,-86.47,-28.82,24,95.8,1248.78,52.03,0,0,0,0,2,0.0,-2.68,-1.34,1,0.0,-0.57,-0.57,0,0,0,0,0,0,0,0,1,100.0,141.65,141.65
0.85,64.4,B-良好,震荡优,25.6,20.5,22.7,7.6,8.6,5,008702,华夏黄金ETF联接C,黄金,2020-08-21 ~ 2026-05-08,1384,31.08,5.05,121.49,15.58,-90.41,7.39,25.28,2020-09-01,2022-07-21,545,1.01,0.68,0.635,6.32,-11.47,48.7,24,165,70.9,57.1,32.08,-21.5,1.49,0.11,-13.05,43.94,440.97,-80.37,22,26,38.1,98.8,1.2,38.1,7,127,3107.81,13105.3,2.5,13107.8,4,20.13,72.87,0,0,0,8,7.9,14.38,0,1381,3,1,10,2,20,0,0,24,0,0,0,0,1,0,1,2,1,8,20,10,1,36,5,33,2,0,0,0,0,3,1,1,1,6,0,0,20,75.0,145.92,7.3,24,0.0,-484.58,-20.19,1,100.0,183.3,183.3,8,87.5,13.22,1.65,20,80.0,100.11,5.01,10,90.0,1446.75,144.68,1,100.0,0.06,0.06,36,83.3,684.24,19.01,5,0.0,-160.26,-32.05,33,97.0,1140.81,34.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-0.15,-0.15,6,100.0,38.39,6.4
0.85,55.3,B-良好,震荡优,28.7,15.9,19.0,6.7,8.7,5,008143,工银黄金ETF联接C,黄金,2020-06-24 ~ 2026-05-08,1424,37.32,5.77,129.98,15.88,-92.66,10.92,24.91,2020-08-07,2022-07-21,878,1.05,0.53,0.631,6.46,-11.47,49.1,20,144,76.4,58.3,37.89,-22.95,1.65,0.2,-10.43,55.18,798.95,-80.31,10,23,33.7,98.8,1.2,60.9,44,145,3731.99,13728.84,3.15,13731.99,4,22.77,73.99,0,0,0,9,10.27,17.24,0,1421,3,0,6,2,18,1,1,14,0,0,0,0,1,0,1,2,1,6,19,7,16,26,4,26,1,0,0,0,0,4,1,0,1,6,0,0,18,77.8,215.83,11.99,14,0.0,-233.17,-16.65,1,100.0,185.04,185.04,6,100.0,113.86,18.98,19,89.5,189.19,9.96,7,100.0,1365.39,195.06,16,81.2,49.88,3.12,26,76.9,1063.56,40.91,4,0.0,-202.77,-50.69,26,100.0,888.37,34.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-0.17,-0.17,6,100.0,96.98,16.16
0.85,71.6,A-极佳,震荡优,24.9,27.3,23.8,6.8,8.7,5,009478,中银上海金ETF联接C,黄金,2020-11-04 ~ 2026-05-08,1337,31.91,5.36,128.09,16.81,-96.18,5.9,23.63,2021-01-06,2021-09-30,279,1.11,0.91,0.607,7.18,-12.09,45.9,21,146,68.5,58.2,36.47,-15.71,2.32,0.08,-5.52,59.17,670.83,-78.68,12,27,34.1,98.9,1.1,35.1,4,127,3191.34,13190.79,0.55,13191.34,4,20.51,71.69,0,0,0,8,8.11,18.09,0,1334,3,0,7,2,6,0,0,25,2,0,0,1,1,0,2,0,1,0,22,9,2,46,3,26,1,0,0,0,0,2,1,1,1,5,1,0,6,66.7,107.75,17.96,25,0.0,-373.55,-14.94,1,100.0,115.02,115.02,0,0,0,0,22,77.3,14.54,0.66,9,88.9,1199.57,133.29,2,100.0,0.02,0.01,46,82.6,755.72,16.43,3,0.0,-81.98,-27.33,26,96.2,1417.92,54.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-0.01,-0.01,5,100.0,36.34,7.27
1.15,74.2,A-极佳,震荡优,27.3,29.4,23.5,7.6,8.7,5,009034,建信上海金ETF联接C,黄金,2020-09-04 ~ 2026-05-08,1374,38.14,6.1,139.88,17.41,-101.74,6.22,24.01,2022-03-09,2022-07-21,177,1.22,0.98,0.617,7.66,-12.57,46.4,19,129,78.3,58.0,40.31,-43.02,0.94,0.31,0.0,87.78,714.61,-211.04,4,25,37.9,98.8,1.2,82.6,105,150,3813.53,13812.91,0.65,13813.56,4,20.48,76.83,0,0,0,8,12.76,18.94,0,1371,3,0,5,3,15,0,0,3,1,0,0,0,1,0,1,2,1,1,19,8,1,42,2,33,2,0,0,0,0,3,0,0,1,3,1,0,15,73.3,164.4,10.96,3,0.0,-30.98,-10.33,1,100.0,369.0,369.0,1,0.0,0.0,0.0,19,63.2,46.59,2.45,8,87.5,919.68,114.96,1,0.0,0.0,0.0,42,88.1,922.8,21.97,2,0.0,-227.12,-113.56,33,90.9,1526.95,46.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-0.01,-0.01,3,100.0,122.22,40.74
0.8,75.9,A-极佳,震荡优,21.0,30,24.5,6.2,10.2,5,014662,天弘黄金ETF联接C,黄金,2022-04-07 ~ 2026-05-08,992,29.28,6.74,139.25,24.81,-109.97,5.39,24.53,2022-04-22,2022-07-21,358,1.33,1.25,0.65,7.36,-12.57,45.0,14,58,89.7,68.0,60.65,-91.23,0.66,7.48,0.0,188.86,426.28,-195.26,3,34,30.9,97.6,2.4,70.6,100,142,2789.1,9539.1,3388.93,12928.03,4,21.77,74.39,0,0,0,5,4.8,20.35,0,989,3,0,2,3,7,1,1,2,0,0,0,0,1,0,3,0,1,2,0,8,0,9,2,24,0,0,0,0,0,2,0,0,0,3,1,0,7,71.4,314.41,44.92,2,0.0,-169.66,-84.83,1,100.0,7.75,7.75,2,100.0,85.91,42.95,0,0,0,0,8,100.0,972.81,121.6,0,0,0,0,9,100.0,746.77,82.97,2,0.0,-195.28,-97.64,24,100.0,820.29,34.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100.0,206.1,68.7
1.2,61.8,B-良好,震荡优,21.0,18.7,23.0,6.5,8.6,5,008701,华夏黄金ETF联接A,黄金,2020-08-21 ~ 2026-05-08,1384,26.49,4.37,125.96,16.0,-99.47,7.03,25.24,2020-09-01,2022-07-21,530,0.97,0.62,0.635,6.32,-11.46,48.6,21,155,69.7,57.1,31.05,-27.08,1.15,0.11,-7.61,39.0,444.17,-155.65,14,24,32.4,98.6,1.4,46.9,37,128,2649.17,12647.03,2.14,12649.17,4,15.86,73.68,0,0,0,8,8.36,15.71,0,1381,3,1,8,3,19,0,0,21,0,0,0,0,1,0,1,2,1,9,13,8,3,36,4,34,1,0,0,0,0,2,1,1,1,6,0,0,19,84.2,236.26,12.43,21,0.0,-478.83,-22.8,1,100.0,285.61,285.61,9,88.9,44.09,4.9,13,46.2,32.93,2.53,8,87.5,784.57,98.07,3,0.0,0.0,0.0,36,91.7,846.66,23.52,4,0.0,-225.03,-56.26,34,94.1,1115.06,32.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-0.13,-0.13,6,83.3,7.98,1.33
0.9,68.3,B-良好,震荡优,28.6,25.1,21.8,7.5,8.9,5,000217,华安黄金ETF联接C,黄金,2020-04-01 ~ 2026-05-08,1480,47.61,6.86,166.18,18.14,-118.57,8.2,25.11,2020-08-07,2021-03-31,547,1.23,0.84,0.665,6.3,-11.37,49.2,24,157,72.0,59.5,46.94,-16.98,2.76,0.15,-11.14,73.22,1131.88,-79.59,19,41,37.5,98.0,2.0,52.6,30,215,4760.96,14758.35,2.58,14760.93,5,28.37,86.85,0,0,0,8,11.87,19.81,0,1477,3,0,8,3,20,0,1,25,0,0,0,0,1,1,1,2,0,5,10,9,2,36,6,37,2,0,0,0,0,3,1,1,1,6,0,0,20,100.0,800.13,40.01,25,0.0,-371.24,-14.85,0,0,0,0,5,100.0,6.46,1.29,10,70.0,0.49,0.05,9,100.0,1619.69,179.97,2,100.0,41.18,20.59,36,77.8,676.52,18.79,6,0.0,-171.8,-28.63,37,97.3,2126.94,57.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-0.16,-0.16,6,100.0,32.75,5.46
0.85,64.0,B-良好,震荡优,26.9,21.9,21.2,7.0,8.9,5,002963,易方达黄金ETF联接C,黄金,2020-04-01 ~ 2026-05-08,1480,44.32,6.45,164.69,18.03,-120.37,8.82,25.14,2020-08-07,2021-03-05,382,1.16,0.73,0.662,6.42,-11.46,49.4,23,155,74.8,59.5,42.07,-17.9,2.35,0.2,-0.25,71.08,789.19,-90.23,15,46,34.9,98.2,1.8,49.3,56,132,4432.37,14429.23,3.13,14432.36,5,25.35,85.8,0,0,0,8,12.72,20.09,0,1477,3,0,5,5,23,0,1,19,0,0,0,0,1,0,2,3,0,12,7,9,1,36,5,36,0,0,0,0,0,4,1,1,1,6,0,0,23,91.3,1047.38,45.54,19,0.0,-348.07,-18.32,0,0,0,0,12,66.7,5.1,0.42,7,100.0,4.86,0.69,9,88.9,1700.62,188.96,1,100.0,0.02,0.02,36,83.3,989.29,27.48,5,0.0,-99.36,-19.87,36,100.0,1071.17,29.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-0.18,-0.18,6,83.3,61.54,10.26
1.3,61.6,B-良好,震荡优,27.0,19.9,19.9,8.1,8.7,5,004253,国泰黄金ETF联接C,黄金,2020-04-01 ~ 2026-05-08,1480,46.28,6.69,171.27,18.52,-124.99,10.11,25.06,2020-08-07,2021-03-31,382,1.09,0.66,0.666,6.59,-11.52,49.4,24,163,67.5,58.1,49.01,-18.09,2.71,0.08,-11.08,56.28,799.34,-147.41,18,22,40.7,98.1,1.9,57.9,38,190,4631.21,14590.75,37.37,14628.12,5,26.1,87.48,0,0,0,8,13.42,21.27,0,1477,3,0,7,4,7,0,1,35,0,0,1,0,1,0,1,2,1,2,12,9,3,40,5,42,1,0,0,1,1,4,1,1,0,5,0,0,7,71.4,301.53,43.08,35,0.0,-527.43,-15.07,1,100.0,55.87,55.87,2,100.0,67.74,33.87,12,83.3,1.56,0.13,9,100.0,1425.14,158.35,3,100.0,0.05,0.02,40,85.0,1948.91,48.72,5,0.0,-226.65,-45.33,42,97.6,1574.48,37.49,0,0,0,0,0,0,0,0,1,0.0,-3.49,-3.49,1,0.0,-2.33,-2.33,0,0,0,0,5,100.0,15.83,3.17
0.85,60.4,B-良好,震荡优,23.4,19.0,21.1,6.6,8.7,5,002611,博时黄金ETF联接C,黄金,2020-04-01 ~ 2026-05-08,1480,37.75,5.6,161.55,17.79,-123.8,8.85,24.93,2020-08-07,2021-03-05,865,1.08,0.63,0.652,6.17,-11.2,49.5,24,164,76.8,58.1,35.76,-38.46,0.93,0.29,-0.14,83.45,497.96,-228.99,14,54,33.0,98.2,1.8,48.0,29,131,3775.01,13772.42,2.56,13774.98,5,25.26,84.53,0,0,0,8,7.78,19.92,0,1477,3,0,7,3,19,1,1,13,0,0,0,0,1,0,3,1,1,14,9,8,0,50,5,41,1,0,0,0,0,5,1,0,1,3,0,0,19,94.7,852.63,44.88,13,0.0,-400.76,-30.83,1,100.0,0.18,0.18,14,64.3,45.61,3.26,9,88.9,0.76,0.08,8,100.0,1028.09,128.51,0,0,0,0,50,80.0,1428.93,28.58,5,0.0,-329.77,-65.95,41,95.1,1132.04,27.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-0.14,-0.14,3,100.0,17.44,5.81
0.98,67.31,,,26.15,23.96,22.54,6.97,8.84,5.0,---,【黄金】平均,黄金,,,36.35,6.18,139.13,18.45,-102.77,7.3,24.63,,,492.62,1.17,0.94,0.64,6.95,-11.93,47.75,20.6,137.6,74.37,58.98,44.04,-26.89,1.64,1.27,-6.06,90.07,698.08,-118.71,13.0,29.92,34.87,98.4,1.6,53.42,44.69,152.08,3625.18,,,13635.33,4.31,22.45,77.33,0.0,0.0,0.0,7.46,9.56,17.46,0.2,6.2,2.8,13.4,0.3,0.5,17.7,0.3,0.0,0.2,0.1,1.0,0.2,1.6,1.5,0.8,5.1,13.5,8.3,3.7,33.5,3.8,32.2,1.1,0.0,0.3,0.3,0.1,3.0,0.8,0.5,0.7,4.2,0.3,0.1,13.4,79.9,340.8,25.46,17.7,0.0,-321.6,-18.18,0.8,100.0,107.67,139.97,5.1,81.8,69.14,13.62,13.5,71.6,34.38,2.54,8.3,95.4,1260.84,151.77,3.7,83.3,13.03,3.53,33.5,84.4,942.69,28.11,3.8,0.0,-178.01,-46.28,32.2,96.4,1300.09,40.34,0.0,0.0,0.0,0.0,0.3,0.0,-1.55,-5.03,0.3,0.0,-3.03,-9.85,0.1,0.0,-0.18,-2.33,0.7,0.0,-0.07,-0.11,4.2,96.3,60.96,14.68
1.2,52.6,C-一般,全天候/熊市优/震荡优,100.0,8.4,25,2.5,6.7,10,007519,东方阿尔法优选混合C,机器人,2020-04-01 ~ 2026-05-08,1480,17.14,2.73,-0.06,-0.01,17.2,9.77,69.55,2021-08-31,2024-02-05,769,0.45,0.28,1.392,10.21,-12.85,50.8,41,285,32.6,44.6,33.94,-8.26,4.11,-0.11,-6.02,20.08,580.47,-274.1,49,22,12.6,97.1,2.9,21.2,10,74,1711.26,11657.13,56.43,11713.56,4,18.07,111.22,6,-5.18,-81.31,3,3.91,-8.81,0,1433,47,1,23,3,17,1,0,141,1,0,2,0,2,0,0,1,2,7,12,11,5,18,26,18,0,11,2,1,1,5,1,0,5,8,1,0,17,82.4,254.43,14.97,141,0.0,-318.11,-2.26,2,100.0,11.11,5.55,7,85.7,168.15,24.02,12,100.0,357.43,29.79,11,90.9,1205.76,109.61,5,100.0,115.07,23.01,18,100.0,109.82,6.1,26,0.0,-657.59,-25.29,18,94.4,867.67,48.2,11,0.0,-105.96,-9.63,2,0.0,-352.48,-176.24,1,0.0,-4.06,-4.06,1,0.0,-3.5,-3.5,5,20.0,-3.75,-0.75,8,100.0,67.27,8.41
1.0,39.4,D-偏差,熊市优,78.9,0,21.4,4.2,3.8,10,015829,永赢新能源智选混合发起C,机器人,2022-07-15 ~ 2026-05-08,925,-9.73,-2.75,-46.16,-15.52,36.43,24.51,70.99,2022-08-23,2025-06-20,897,-0.26,-0.11,1.486,9.8,-12.69,46.8,32,216,27.8,25.5,24.83,-17.11,1.45,-0.78,-33.73,3.88,506.34,-205.84,111,12,21.1,96.5,3.5,19.1,12,64,-973.22,9026.79,0.02,9026.81,1,14.97,53.04,4,-18.8,-78.59,3,-3.98,-15.55,0,881,44,0,19,1,21,1,0,106,0,0,0,1,1,0,1,0,0,6,9,4,1,25,27,8,1,0,0,0,1,3,2,1,5,3,1,0,21,76.2,15.11,0.72,106,0.0,-1181.46,-11.15,0,0,0,0,6,66.7,92.52,15.42,9,66.7,42.35,4.71,4,100.0,709.25,177.31,1,100.0,1.55,1.55,25,84.0,585.11,23.4,27,0.0,-1202.87,-44.55,8,62.5,0.74,0.09,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-3.09,-3.09,5,0.0,-75.76,-15.15,3,100.0,43.33,14.44
1.1,62.8,B-良好,熊市优,23.4,17.3,24.2,4.2,7.1,10,017968,华富科技动能混合C,机器人,2023-04-07 ~ 2026-05-08,747,19.82,6.29,84.82,23.02,-65.0,10.92,47.34,2023-07-03,2024-02-19,218,0.58,0.58,1.711,9.55,-10.85,48.8,29,138,52.9,47.4,60.04,-43.24,1.39,0.01,-31.48,66.25,669.48,-460.73,20,23,21.2,95.7,4.3,17.1,8,68,1918.46,10857.59,1124.4,11981.99,3,27.47,127.83,2,-3.65,-41.2,2,-2.55,1.52,0,713,34,3,13,1,2,1,0,39,0,0,0,0,2,0,3,0,2,3,5,8,1,23,15,31,1,1,0,0,1,3,2,0,1,6,0,0,2,100.0,9.52,4.76,39,0.0,-916.68,-23.5,2,100.0,11.5,5.75,3,100.0,2.07,0.69,5,80.0,5.51,1.1,8,100.0,1750.35,218.79,1,0.0,0.0,0.0,23,82.6,843.24,36.66,15,0.0,-1491.59,-99.44,31,93.5,1690.3,54.53,1,0.0,-18.34,-18.34,0,0,0,0,0,0,0,0,1,0.0,-20.98,-20.98,1,0.0,-16.94,-16.94,6,100.0,70.5,11.75
0.9,58.8,B-良好,震荡优,25.9,19.0,24.2,4.1,6.5,5,001770,前海开源嘉鑫混合C,机器人,2020-04-01 ~ 2026-05-08,1480,29.15,4.45,112.75,13.72,-83.6,7.01,30.13,2025-02-26,2025-07-07,528,0.79,0.63,0.655,9.28,-11.67,39.4,14,73,71.2,43.2,67.5,-59.32,1.14,0.23,-4.9,93.5,1353.86,-348.0,12,25,20.3,98.9,1.1,17.3,14,71,2561.02,9660.85,3253.87,12914.72,2,20.04,82.74,0,0,0,11,6.67,6.89,0,1461,19,1,5,1,6,0,0,11,1,0,0,0,0,0,0,0,2,1,9,5,2,6,2,23,2,1,1,0,1,3,1,0,0,3,0,0,6,100.0,254.6,42.43,11,0.0,-145.05,-13.19,2,100.0,0.77,0.39,1,100.0,32.52,32.52,9,55.6,0.11,0.01,5,100.0,1706.09,341.22,2,50.0,0.07,0.04,6,100.0,2.53,0.42,2,0.0,-462.7,-231.35,23,100.0,1384.89,60.21,1,0.0,-14.01,-14.01,1,0.0,-197.18,-197.18,0,0,0,0,1,0.0,-130.13,-130.13,0,0,0,0,3,100.0,128.51,42.84
1.0,65.4,B-良好,熊市优,30.5,21.0,25,3.1,6.3,10,005165,富荣福锦混合C,机器人,2020-04-01 ~ 2026-05-08,1480,39.25,5.8,128.64,15.12,-89.39,8.3,44.28,2021-02-10,2021-03-09,548,0.81,0.7,1.205,16.18,-13.53,49.4,41,310,49.4,41.9,32.3,-10.37,3.11,0.0,-6.6,25.59,702.27,-390.19,55,22,15.6,95.5,4.5,17.2,6,79,3563.31,10585.93,3338.77,13924.7,5,38.46,152.56,1,-2.57,-10.6,7,-0.67,-36.09,0,1453,27,2,20,3,50,0,0,106,5,0,1,0,1,0,1,0,2,22,17,5,1,13,23,54,0,0,0,0,2,3,2,2,4,11,0,1,50,76.0,699.31,13.99,106,0.0,-788.44,-7.44,2,100.0,0.74,0.37,22,90.9,127.4,5.79,17,82.4,277.97,16.35,5,100.0,1287.26,257.45,1,100.0,24.29,24.29,13,92.3,943.47,72.57,23,0.0,-554.1,-24.09,54,94.4,1461.69,27.07,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-36.26,-18.13,4,0.0,-0.43,-0.11,11,90.9,120.41,10.95
0.8,47.3,C-一般,全天候/熊市优/震荡优,33.4,5.5,20.6,3.9,7.3,10,000796,宝盈睿丰创新混合C,机器人,2020-04-01 ~ 2026-05-08,1480,25.32,3.92,75.71,10.07,-50.39,21.51,57.47,2021-11-12,2024-09-23,1017,0.44,0.18,1.604,11.78,-13.31,50.1,43,287,61.3,48.6,25.01,-26.14,0.96,0.09,-20.76,32.21,483.4,-467.95,20,35,19.7,96.7,3.3,20.8,22,65,1840.73,7770.75,4761.4,12532.15,5,29.24,113.44,3,-11.03,-42.6,5,5.78,1.65,0,1425,55,2,18,4,26,1,0,63,1,0,0,0,0,0,5,1,4,13,27,16,4,62,16,24,1,2,0,0,1,5,3,1,18,11,0,1,26,100.0,190.43,7.32,63,0.0,-1242.7,-19.73,4,100.0,106.85,26.71,13,92.3,157.24,12.1,27,74.1,391.03,14.48,16,100.0,954.55,59.66,4,100.0,2.81,0.7,62,95.2,1454.61,23.46,16,0.0,-937.52,-58.59,24,100.0,1021.59,42.57,2,0.0,-2.27,-1.14,0,0,0,0,0,0,0,0,1,0.0,-0.82,-0.82,18,0.0,-377.91,-21.0,11,100.0,122.84,11.17
